timestamp_seconds,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
7.090906,0.2449299842119217,0.19367285072803497,-10.587221145629883,0.0,0.0,0.0
7.190913,0.19180884957313538,-0.48705899715423584,-9.608912467956543,0.09005306661128998,-0.2975653111934662,-0.2524442970752716
7.290907,0.004108816385269165,-0.2406230866909027,-8.0759916305542,0.0,0.0,0.0
7.391908,-0.8545823097229004,-0.5154842138290405,-8.208663940429688,0.0,0.0,0.0
7.490907,-0.5376163125038147,0.054402172565460205,-9.014673233032227,0.0,0.0,0.0
7.590907,0.013581748120486736,0.20375525951385498,-9.279133796691895,0.0,0.0,0.0
7.690907,0.020563986152410507,-0.3576892614364624,-9.147295951843262,0.0,0.0,0.0
7.790908,-0.24832674860954285,0.0389605313539505,-9.251932144165039,-0.03186250105500221,-0.04228517413139343,0.08223782479763031
7.890913,-0.28455865383148193,-0.13461312651634216,-9.39185905456543,0.05455467849969864,-0.05686638131737709,-0.07444283366203308
7.990907,-0.18781501054763794,-0.4091135859489441,-9.219341278076172,0.0,0.0,0.0
8.091938,-0.24034203588962555,-0.29952114820480347,-9.379308700561523,0.0,0.0,0.0
8.190908,0.03914649039506912,-0.21077662706375122,-9.176984786987305,-0.04424305260181427,0.039055321365594864,-7.631344487890601e-06
8.290907,-0.17362956702709198,-0.13741925358772278,-9.205330848693848,0.0,0.0,0.0
8.390907,-0.13457714021205902,-0.39932504296302795,-9.21733283996582,0.017986882477998734,-0.06184253841638565,0.08069969713687897
8.490907,-0.09999248385429382,-0.33855533599853516,-9.31152629852295,-0.08384308964014053,0.06065913289785385,0.08956798911094666
8.590909,0.1110951155424118,-0.03224761784076691,-9.343433380126953,-0.059736333787441254,-0.011177949607372284,-0.00016269562183879316
8.690907,-0.05262593552470207,-0.05128826946020126,-9.220773696899414,0.029396604746580124,-0.08664679527282715,0.0563029870390892
8.791909,-0.15805548429489136,-0.10454842448234558,-9.264999389648438,0.0,0.0,0.0
8.890907,-0.05780928581953049,-0.14468905329704285,-9.312870979309082,0.04078996926546097,-0.04921511560678482,0.03671818971633911
8.990907,-0.19540908932685852,-0.29017913341522217,-9.419130325317383,0.05900796502828598,-0.11073172837495804,0.008750788867473602
9.091907,-0.3206068277359009,-0.39716392755508423,-9.501816749572754,0.0,0.0,0.0
9.190907,-0.24716150760650635,-0.31468066573143005,-9.276650428771973,-0.08708842843770981,0.025690384209156036,0.04770694673061371
9.290922,-0.46492382884025574,-0.12388423085212708,-9.21135139465332,0.1101430281996727,-0.11015684902667999,0.005103715695440769
9.390907,-0.49295276403427124,-0.3824809789657593,-9.221822738647461,-0.06521911919116974,0.058959756046533585,-0.01435335073620081
9.490916,0.1365513652563095,-0.351532518863678,-9.08238410949707,-0.02068672887980938,0.0017981822602450848,0.018203342333436012
9.590921,-0.16926386952400208,-0.048622991889715195,-8.972213745117188,-0.03619761765003204,-0.033591918647289276,0.01711973361670971
9.690926,-0.1453561931848526,-0.06426350772380829,-9.107542037963867,0.08454829454421997,0.03774474561214447,0.06531946361064911
9.790933,-0.0834587961435318,-0.5226486921310425,-9.614217758178711,0.09315822273492813,0.0032170386984944344,0.05293381214141846
9.891907,-0.2985020577907562,-0.9047703742980957,-8.948254585266113,0.0,0.0,0.0
9.990925,-0.14891012012958527,-0.1581951230764389,-9.760732650756836,0.0064226011745631695,0.06882557272911072,-0.005994156002998352
10.090907,-0.07515895366668701,-0.3234524130821228,-9.355201721191406,0.08806843310594559,-0.048195406794548035,-0.009850198403000832
10.191909,-0.42305609583854675,-1.2966930866241455,-9.299966812133789,0.0,0.0,0.0
10.291937,0.06085781753063202,-0.762070894241333,-9.189957618713379,0.0,0.0,0.0
10.391935,-0.13577714562416077,-0.36247628927230835,-8.7564115524292,0.0,0.0,0.0
10.491949,0.059975773096084595,-0.2210478037595749,-9.356341361999512,0.0,0.0,0.0
10.591948,-0.2747955620288849,-0.210301473736763,-9.53567886352539,0.0,0.0,0.0
10.691944,0.04369460046291351,-0.43592336773872375,-8.889752388000488,-0.07872160524129868,-0.10066910088062286,0.04353845864534378
10.791907,0.09926249086856842,-0.17504718899726868,-9.504895210266113,0.0,0.0,0.0
10.891907,-0.19502043724060059,-0.3968159854412079,-10.45242977142334,-0.06931202113628387,0.049699291586875916,0.024250658228993416
10.991907,-0.3330302834510803,-0.6886917352676392,-9.960387229919434,-0.12350019067525864,-0.04785865172743797,0.00048230390530079603
